"GEO_ID","NAME","S1901_C03_001E","S1901_C03_001M","S1901_C04_001E","S1901_C04_001M","S1901_C02_001M","S1901_C02_001E","S1901_C01_001M","S1901_C01_001E","S1901_C02_002E","S1901_C02_002M","S1901_C01_002M","S1901_C01_002E","S1901_C04_002M","S1901_C04_002E","S1901_C03_002M","S1901_C03_002E","S1901_C01_003E","S1901_C01_003M","S1901_C02_003E","S1901_C02_003M","S1901_C04_003E","S1901_C04_003M","S1901_C03_003M","S1901_C03_003E","S1901_C04_004E","S1901_C04_004M","S1901_C03_004M","S1901_C03_004E","S1901_C02_004M","S1901_C02_004E","S1901_C01_004M","S1901_C01_004E","S1901_C04_005E","S1901_C04_005M","S1901_C03_005M","S1901_C03_005E","S1901_C02_005M","S1901_C02_005E","S1901_C01_005M","S1901_C01_005E","S1901_C04_006E","S1901_C04_006M","S1901_C03_006M","S1901_C03_006E","S1901_C02_006M","S1901_C02_006E","S1901_C01_006M","S1901_C01_006E","S1901_C01_007E","S1901_C01_007M","S1901_C04_007M","S1901_C04_007E","S1901_C03_007M","S1901_C03_007E","S1901_C02_007M","S1901_C02_007E","S1901_C01_008E","S1901_C01_008M","S1901_C04_008E","S1901_C04_008M","S1901_C03_008M","S1901_C03_008E","S1901_C02_008M","S1901_C02_008E","S1901_C01_009E","S1901_C01_009M","S1901_C02_009E","S1901_C02_009M","S1901_C03_009E","S1901_C03_009M","S1901_C04_009E","S1901_C04_009M","S1901_C01_010M","S1901_C02_010E","S1901_C02_010M","S1901_C01_010E","S1901_C03_010E","S1901_C03_010M","S1901_C04_010E","S1901_C04_010M","S1901_C02_011E","S1901_C02_011M","S1901_C01_011M","S1901_C01_011E","S1901_C04_011M","S1901_C04_011E","S1901_C03_011M","S1901_C03_011E","S1901_C01_012E","S1901_C01_012M","S1901_C02_012E","S1901_C02_012M","S1901_C04_012E","S1901_C04_012M","S1901_C03_012M","S1901_C03_012E","S1901_C02_013M","S1901_C02_013E","S1901_C01_013M","S1901_C01_013E","S1901_C03_013E","S1901_C03_013M","S1901_C04_013M","S1901_C04_013E","S1901_C01_014E","S1901_C01_014M","S1901_C02_014E","S1901_C02_014M","S1901_C04_014M","S1901_C03_014E","S1901_C03_014M","S1901_C04_014E","S1901_C02_015E","S1901_C02_015M","S1901_C01_015M","S1901_C01_015E","S1901_C04_015M","S1901_C04_015E","S1901_C03_015M","S1901_C03_015E","S1901_C01_016E","S1901_C01_016M","S1901_C02_016E","S1901_C02_016M","S1901_C03_016E","S1901_C03_016M","S1901_C04_016E","S1901_C04_016M",
"7950000US0400400","PUMA 00400, Arizona","19597","2112","15848","1949","2694","28428","2895","44276","8.0","2.6","2.4","10.1","4.7","15.1","2.7","5.9","7.7","2.2","4.5","2.2","13.4","5.0","2.3","3.7","12.6","4.1","2.7","7.9","2.7","9.8","2.0","10.2","16.5","5.9","3.4","10.2","2.7","10.7","2.7","12.7","15.4","5.1","4.0","10.6","3.7","15.4","3.1","15.3","16.4","2.4","5.2","13.2","4.0","19.5","3.0","17.1","14.0","2.7","10.3","4.2","4.8","17.6","4.0","15.5","8.7","1.8","12.7","2.7","15.5","3.5","1.6","1.5","1.2","3.9","1.5","3.3","5.6","2.1","1.9","2.0","2.5","1.1","0.7","1.6","1.3","0.0","1.6","3.6","42130","2888","53187","7498","31141","3289","7539","65504","4282","65014","2734","55948","N","N","4735","37627","28.0","(X)","(X)","(X)","(X)","(X)","(X)","(X)","31.1","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","20.9","(X)",
"7950000US0400500","PUMA 00500, Arizona","46041","3108","33949","3031","3336","56658","4023","90607","7.1","2.2","2.0","9.3","3.8","15.4","1.7","3.1","8.0","1.8","4.8","1.6","12.7","3.2","1.3","2.8","17.4","3.2","1.9","6.8","2.1","8.8","1.9","12.3","13.7","3.6","2.8","13.4","2.4","13.2","1.9","13.2","20.6","4.0","3.3","20.6","2.8","19.4","2.6","19.8","17.0","2.2","3.1","11.3","2.9","21.2","2.8","20.0","9.1","1.6","5.8","2.3","2.3","12.9","2.0","10.9","7.8","1.5","10.7","2.3","12.9","2.8","2.5","1.2","0.7","2.8","1.2","1.8","3.5","1.5","0.0","0.6","2.3","0.9","0.6","1.7","0.6","0.6","1.1","2.8","40274","2060","47435","3897","27369","2583","5343","54039","3502","60871","2664","52112","N","N","3892","35941","26.6","(X)","(X)","(X)","(X)","(X)","(X)","(X)","26.5","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","25.1","(X)",
"7950000US0400600","PUMA 00600, Arizona","44653","3087","31459","2389","3101","58644","2939","90103","4.9","1.7","1.6","8.1","3.1","15.2","1.2","2.4","8.0","1.6","4.3","1.6","16.4","3.8","1.3","2.7","20.2","4.2","1.9","7.9","2.3","10.5","1.8","13.0","18.3","3.8","2.4","15.3","2.6","17.0","2.0","18.0","15.1","3.9","2.5","22.3","2.3","22.0","2.0","20.0","17.9","1.9","3.1","10.0","3.3","24.8","2.5","21.3","7.2","1.4","2.1","1.2","2.5","11.8","1.9","9.8","5.5","1.4","6.9","1.8","8.5","2.1","1.9","1.5","0.4","1.4","0.7","0.9","1.8","0.9","0.1","0.2","2.0","0.9","0.7","1.5","1.0","0.8","1.2","2.6","36702","1584","43057","1882","23641","3478","2866","49484","3470","55925","2809","47657","63396","4388","2510","30117","27.4","(X)","(X)","(X)","(X)","(X)","(X)","(X)","30.2","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","20.5","(X)",
"7950000US0400700","PUMA 00700, Arizona","37731","2381","15960","2035","2639","51790","2331","67750","6.3","2.1","1.8","8.4","4.8","15.7","1.9","3.7","5.4","1.2","3.7","1.3","11.0","3.7","1.2","2.4","13.6","3.8","3.4","13.4","3.3","15.7","2.6","14.2","20.1","5.1","2.3","11.6","2.3","12.4","2.1","13.7","12.9","4.6","2.8","14.6","2.5","15.4","2.1","14.5","20.9","2.6","5.6","15.6","3.7","24.3","3.1","21.0","11.8","2.2","6.8","4.0","2.9","15.0","2.3","12.6","7.9","1.8","9.0","2.3","10.5","2.9","3.1","2.0","0.9","2.8","1.2","2.4","3.3","1.6","0.8","1.1","1.0","0.7","0.6","0.8","0.7","0.4","1.0","1.3","42240","2726","44468","3760","28277","3081","3144","52374","3157","54615","2642","51511","N","N","3874","36937","25.9","(X)","(X)","(X)","(X)","(X)","(X)","(X)","25.0","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","24.9","(X)",
"7950000US0400800","PUMA 00800, Arizona","76476","3917","43006","3107","4393","98671","3682","141677","3.4","1.2","1.4","6.6","3.8","15.5","0.7","1.0","5.3","1.3","3.6","1.2","9.5","3.0","1.0","2.2","16.9","3.3","1.7","7.4","1.7","9.7","1.5","11.9","11.1","3.0","2.0","9.1","1.8","10.7","1.5","10.6","17.0","3.3","2.9","18.4","2.5","17.8","2.0","17.3","23.3","1.8","3.2","17.9","2.8","27.0","2.4","25.4","13.8","1.9","8.5","2.4","3.0","18.8","2.3","15.4","7.9","1.1","9.9","1.6","11.1","2.1","2.0","1.2","0.8","2.4","1.0","2.2","3.0","1.2","1.5","1.3","1.6","0.7","0.5","1.2","0.3","0.2","0.9","1.9","48320","2190","54015","2648","31433","4647","2167","60957","2544","62151","1970","56094","68619","3068","2844","39222","32.6","(X)","(X)","(X)","(X)","(X)","(X)","(X)","32.3","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","31.4","(X)",
"7950000US0400900","PUMA 00900, Arizona","40658","2362","21931","1995","2355","57214","2513","79145","6.8","1.8","2.2","10.7","5.0","22.9","1.1","2.4","6.1","1.1","4.5","1.4","11.0","2.9","1.5","3.4","17.2","3.0","2.1","9.3","2.2","12.4","1.7","13.2","11.6","3.3","2.8","12.9","2.5","13.2","2.0","12.8","13.3","3.7","2.5","14.9","2.2","16.0","1.8","15.4","19.2","2.2","4.0","14.8","3.7","23.5","2.8","20.4","10.4","1.7","4.3","2.2","2.8","14.9","2.3","12.7","8.7","1.4","10.4","1.5","13.7","2.1","3.0","2.4","0.9","1.7","0.8","1.8","2.4","1.1","0.8","0.8","1.9","1.0","0.8","1.8","1.3","1.1","1.3","2.6","41854","2127","47891","2360","24406","3846","3683","55425","3235","58087","3233","53580","67809","4192","6139","37170","29.0","(X)","(X)","(X)","(X)","(X)","(X)","(X)","28.6","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","27.1","(X)",
"7950000US0500100","PUMA 00100, Arkansas","46695","2891","20957","2139","2654","58229","2350","79186","2.7","1.3","1.5","5.5","4.9","13.7","1.1","1.7","5.3","1.5","2.9","1.2","12.7","4.1","1.1","1.8","16.6","5.0","1.5","4.0","1.9","7.0","1.9","9.6","14.6","4.7","2.5","8.9","2.8","11.2","2.4","11.7","11.2","3.2","2.4","16.3","2.1","15.8","1.7","14.8","20.8","2.9","4.8","16.7","3.9","23.3","3.5","21.8","13.3","2.0","8.8","3.8","3.0","16.6","2.6","14.9","12.5","2.2","15.1","2.9","17.4","3.1","5.0","2.9","1.1","5.3","1.4","4.0","6.2","1.6","0.3","0.6","3.3","1.2","0.9","2.5","0.5","0.3","1.4","3.8","52368","2369","59738","5851","28060","4303","4033","67563","4341","73922","3538","65259","N","N","4654","40107","23.8","(X)","(X)","(X)","(X)","(X)","(X)","(X)","24.7","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","19.9","(X)",
"7950000US0500200","PUMA 00200, Arkansas","34499","2295","28837","2587","2502","47570","2484","76407","4.7","1.8","1.6","8.6","3.6","16.8","0.8","1.1","8.0","1.9","4.6","1.8","13.8","3.9","1.2","2.3","20.9","4.6","2.2","8.5","2.5","12.0","2.4","15.3","15.7","3.9","2.7","12.0","2.2","12.9","2.1","13.5","13.8","3.3","3.5","15.5","3.0","16.6","2.4","15.7","18.2","2.5","3.0","10.5","4.1","26.3","3.3","21.6","8.4","1.6","4.0","1.9","2.8","13.0","2.4","11.1","7.5","1.6","10.2","2.2","13.3","3.0","2.4","1.2","1.0","4.2","1.5","2.8","5.3","2.0","0.6","0.6","2.1","0.8","0.8","1.9","1.4","1.6","1.1","2.8","38278","2248","49216","3456","23438","3926","5598","59062","4150","64111","3312","53990","N","N","5316","35396","18.8","(X)","(X)","(X)","(X)","(X)","(X)","(X)","21.5","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","13.8","(X)",
"7950000US0500300","PUMA 00300, Arkansas","35962","2126","19716","2052","2223","44074","2027","63790","4.7","1.5","1.6","10.0","4.3","22.0","1.3","2.5","9.5","1.4","4.2","1.2","21.7","3.4","1.2","2.5","16.3","3.7","2.4","12.2","2.8","15.1","2.0","15.2","18.6","4.2","2.8","17.7","2.4","16.8","2.1","17.3","11.2","3.6","3.3","21.4","2.9","20.8","2.3","18.0","16.2","2.1","2.3","5.6","3.3","23.2","2.8","20.7","7.2","1.4","3.1","2.1","2.2","10.8","1.9","8.8","4.6","1.2","6.1","1.6","6.5","1.7","0.9","0.8","0.5","1.4","0.7","1.0","1.7","0.9","0.3","0.5","1.3","0.8","0.5","1.0","0.5","0.3","1.0","1.6","33835","1639","41360","2126","19788","4342","2287","45586","4244","52538","3000","44317","N","N","2672","25217","31.4","(X)","(X)","(X)","(X)","(X)","(X)","(X)","32.6","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","27.7","(X)",
"7950000US0500400","PUMA 00400, Arkansas","29284","1945","18440","1854","2107","37504","2025","55944","7.7","2.0","2.0","11.6","4.3","21.7","1.7","3.6","10.3","2.3","5.4","2.0","19.9","4.8","2.2","4.8","26.1","4.7","2.9","10.8","2.9","14.0","2.5","18.4","13.7","3.7","4.1","22.0","3.4","20.4","2.5","18.2","11.0","3.7","2.8","17.2","2.5","16.6","2.0","14.6","15.4","2.3","2.0","5.0","3.8","23.0","3.2","20.1","5.2","1.3","1.2","1.0","2.0","8.5","1.7","7.2","3.9","1.1","4.9","1.7","5.3","1.9","1.3","0.9","0.8","2.4","1.2","1.6","3.0","1.6","0.1","0.2","1.4","0.9","0.6","0.9","0.9","0.0","1.1","1.7","30291","1696","37216","3296","16655","977","4904","41224","3861","50557","2687","41719","N","N","2002","22873","24.4","(X)","(X)","(X)","(X)","(X)","(X)","(X)","24.8","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","22.9","(X)",
"7950000US0500500","PUMA 00500, Arkansas","39212","2500","22109","2154","2651","53006","1899","75115","7.6","1.9","1.9","11.6","4.1","26.0","1.7","2.7","8.0","1.4","4.3","1.2","17.6","3.3","1.0","2.7","20.8","4.0","2.6","9.9","2.4","13.3","1.9","15.6","12.9","3.9","2.9","15.1","2.5","14.8","2.0","14.6","12.5","3.5","3.2","17.6","2.7","18.0","2.1","16.7","15.7","2.0","2.2","6.1","3.3","22.3","2.4","19.0","8.1","1.6","0.8","1.0","2.8","13.5","2.2","10.9","5.3","1.3","6.7","1.7","8.7","2.2","1.6","1.8","0.8","2.7","1.1","2.3","3.7","1.4","1.2","1.4","2.8","1.2","0.9","2.1","0.6","0.5","1.6","3.8","35121","1546","41488","2105","17429","2407","4047","51875","4632","58022","3399","49530","N","N","3225","26351","26.4","(X)","(X)","(X)","(X)","(X)","(X)","(X)","26.4","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","24.5","(X)",
"7950000US0500600","PUMA 00600, Arkansas","N","N","11002","1422","1514","23515","1598","34517","11.0","2.8","3.1","14.1","7.0","25.8","N","N","10.0","2.6","8.6","2.9","12.4","4.6","N","N","18.3","5.5","N","N","3.8","14.3","3.4","16.2","17.9","6.2","N","N","2.5","8.8","2.3","12.0","13.1","5.1","N","N","3.3","13.2","2.7","13.6","14.6","2.7","3.7","6.6","N","N","3.9","18.4","8.1","1.9","3.7","2.7","N","N","3.0","10.2","9.5","2.0","12.9","3.2","N","N","2.1","1.4","0.5","0.9","0.8","0.7","N","N","0.1","0.2","1.7","1.3","0.9","1.2","1.6","0.0","N","N","31910","2787","45022","5979","19497","5147","5263","61991","4683","55247","3014","46409","N","N","3250","26496","31.0","(X)","(X)","(X)","(X)","(X)","(X)","(X)","33.7","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","24.0","(X)",
"7950000US0500700","PUMA 00700, Arkansas","N","N","10393","1526","1471","25817","1379","36210","8.4","2.7","3.0","16.1","6.5","35.6","N","N","10.0","2.0","7.4","2.5","19.2","4.9","N","N","13.0","4.5","N","N","3.9","17.9","3.0","16.1","10.9","4.1","N","N","3.3","13.9","2.7","13.9","11.3","4.3","N","N","3.6","14.7","2.9","13.6","14.2","2.7","3.1","5.1","N","N","3.5","17.4","8.0","2.2","3.1","2.1","N","N","2.9","10.2","6.0","1.7","7.6","2.3","N","N","1.4","1.6","0.8","1.5","1.1","1.0","N","N","0.0","1.6","1.0","0.7","0.5","0.9","0.9","0.5","N","N","30542","2160","38574","5303","13985","1421","6188","50548","3462","49153","2488","42609","N","N","4444","24895","32.3","(X)","(X)","(X)","(X)","(X)","(X)","(X)","34.4","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","25.6","(X)",
"7950000US0500800","PUMA 00800, Arkansas","24939","1726","13934","1482","1943","33000","1727","46934","8.9","2.5","2.7","13.3","5.6","25.5","1.8","3.1","9.1","2.0","5.3","1.6","20.1","5.3","1.4","3.5","21.1","5.1","2.7","12.1","2.4","12.5","2.4","15.8","12.3","3.7","3.0","11.1","3.0","13.3","2.4","13.0","8.8","3.5","4.3","20.6","3.8","19.8","2.9","16.4","16.4","2.6","4.1","9.8","3.8","22.9","3.1","19.0","8.2","2.2","0.3","0.4","3.7","14.1","3.0","11.3","6.2","1.5","7.9","2.0","10.4","2.5","1.8","1.5","0.5","1.1","0.8","0.7","0.8","0.8","0.0","1.2","1.0","0.8","0.6","0.8","0.6","0.3","1.1","1.4","34068","3056","43718","3658","16667","2617","6516","49357","3766","51754","2746","44122","N","N","3440","24767","32.2","(X)","(X)","(X)","(X)","(X)","(X)","(X)","32.9","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","27.0","(X)",
"7950000US0500900","PUMA 00900, Arkansas","29881","2147","28346","2647","1942","48741","2587","77087","6.4","2.1","1.8","9.7","3.6","17.3","1.2","1.3","5.4","1.5","4.2","1.8","7.6","2.8","2.0","1.8","16.1","3.3","3.6","7.2","3.0","11.8","2.4","13.6","13.7","3.2","2.1","6.3","2.0","12.1","2.1","12.8","14.9","3.8","3.2","10.6","2.3","12.2","2.1","13.2","16.1","2.2","3.5","16.5","3.2","18.0","2.4","15.7","10.4","1.5","6.3","1.9","3.4","17.9","2.0","12.7","9.8","1.4","12.7","2.2","18.3","3.6","3.9","1.8","1.2","6.4","1.6","4.7","9.6","2.5","1.7","1.5","5.9","1.4","0.9","4.5","1.4","2.0","2.3","8.9","44400","3193","55491","6024","31311","2073","6586","80928","5643","77720","3570","65701","N","N","4513","43707","29.1","(X)","(X)","(X)","(X)","(X)","(X)","(X)","33.7","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","20.2","(X)",
"7950000US0501000","PUMA 01000, Arkansas","33615","2471","28485","2783","2762","49371","3382","77856","7.5","2.4","1.7","8.1","2.8","9.5","1.6","3.1","5.2","1.4","1.8","1.0","11.1","3.9","0.4","0.4","19.9","3.9","1.8","4.1","2.3","8.9","2.1","12.8","16.6","4.4","3.1","9.0","2.8","12.0","2.4","13.6","15.6","4.3","3.1","15.2","2.6","14.5","2.0","14.3","21.5","2.0","3.5","18.0","3.6","25.9","2.7","22.4","11.0","1.6","5.8","2.6","3.0","18.0","2.1","13.5","9.1","1.7","12.8","2.2","15.8","2.8","3.1","2.0","1.0","3.6","1.5","2.4","4.3","2.0","0.2","0.4","3.0","1.5","1.0","1.9","0.3","0.2","2.0","4.1","44555","3082","57397","4321","30871","2358","4131","69191","6271","70063","4188","58690","N","N","2703","37859","42.6","(X)","(X)","(X)","(X)","(X)","(X)","(X)","42.5","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","41.2","(X)",
"7950000US0501100","PUMA 01100, Arkansas","56922","2803","31358","2514","2728","75818","2230","107176","4.3","1.2","1.4","7.3","3.6","16.6","0.5","0.9","5.3","1.1","2.5","1.0","12.8","3.3","0.4","0.6","19.0","3.7","1.2","4.9","1.6","8.8","1.5","12.1","13.9","3.2","1.5","6.9","1.7","9.0","1.5","10.6","18.4","3.5","2.2","14.3","1.8","14.7","1.4","15.6","21.1","1.6","3.1","12.3","2.6","27.6","2.2","24.8","12.4","1.6","4.1","1.9","2.7","19.0","2.0","15.6","11.4","1.3","14.8","1.7","18.6","2.1","2.5","1.7","0.8","3.6","1.1","2.7","4.8","1.5","0.3","0.4","1.9","0.7","0.5","1.4","0.3","0.2","0.9","2.5","48637","3072","60369","2440","26010","2686","2642","71042","4341","71534","3275","60679","N","N","2474","32454","26.7","(X)","(X)","(X)","(X)","(X)","(X)","(X)","26.5","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","26.0","(X)",
"7950000US0501200","PUMA 01200, Arkansas","25543","2255","14661","1710","2868","36729","3362","51390","7.1","2.1","2.1","9.6","4.8","18.9","1.7","2.9","8.2","1.9","6.3","2.2","15.0","4.5","1.8","3.2","21.6","5.2","2.3","10.2","2.5","15.2","2.3","17.4","13.2","4.8","3.4","14.4","3.1","15.1","2.6","14.7","19.1","4.6","3.2","16.8","2.6","14.8","2.2","16.1","15.0","2.3","2.3","5.5","4.1","23.5","2.9","18.2","8.9","1.8","3.1","3.1","2.9","13.1","2.1","11.1","7.1","1.8","8.5","2.2","10.5","3.0","3.6","2.3","0.6","1.5","0.8","1.3","2.1","1.1","0.0","1.2","2.2","1.0","0.7","1.6","1.2","0.0","1.4","3.2","35046","2864","41222","4099","21562","3136","3377","51788","3398","54685","2661","48305","N","N","3601","29552","29.7","(X)","(X)","(X)","(X)","(X)","(X)","(X)","30.8","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","26.1","(X)",
"7950000US0501300","PUMA 01300, Arkansas","36235","2477","22390","2238","2422","49092","1994","71482","6.6","2.3","1.7","7.6","4.2","13.5","0.6","0.6","6.9","1.7","5.2","2.0","11.7","3.9","1.9","3.8","22.5","4.7","2.5","9.3","2.4","11.3","1.9","15.4","15.7","4.1","2.7","12.1","2.8","14.5","2.3","15.1","22.0","5.2","3.7","16.4","3.0","15.8","2.7","17.9","16.3","2.0","2.7","8.1","3.4","23.6","2.6","19.1","9.3","1.9","2.0","1.6","3.4","16.0","2.5","12.6","8.1","1.6","10.2","2.0","11.9","2.5","3.7","2.5","0.6","2.1","1.0","1.5","2.8","1.3","0.3","0.5","2.6","1.0","0.6","1.9","0.6","0.5","1.3","3.4","38513","2256","44952","4094","26014","2409","7089","57067","6097","63318","4002","54340","N","N","3331","32449","22.4","(X)","(X)","(X)","(X)","(X)","(X)","(X)","22.3","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","21.1","(X)",
"7950000US0501400","PUMA 01400, Arkansas","N","N","11561","1514","1473","27947","1713","39508","5.2","1.8","2.0","8.8","4.9","18.4","N","N","8.9","2.3","3.8","1.5","22.0","6.1","N","N","20.8","5.5","N","N","3.9","15.5","2.8","16.4","15.1","5.0","N","N","3.0","14.3","2.2","14.4","19.2","6.9","N","N","4.7","24.2","3.9","23.2","13.8","2.6","2.1","3.6","N","N","3.2","17.8","6.4","1.7","0.7","1.0","N","N","2.3","8.2","4.8","1.6","6.8","2.2","N","N","0.2","0.4","0.8","1.0","0.9","1.2","N","N","0.0","1.5","3.1","1.9","1.4","2.2","1.5","0.0","N","N","35982","2421","40734","2781","17301","3108","4388","45432","4741","53871","3459","45887","N","N","2241","23004","33.9","(X)","(X)","(X)","(X)","(X)","(X)","(X)","34.4","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","28.5","(X)",
"7950000US0501500","PUMA 01500, Arkansas","31690","1818","20940","1838","2096","40590","2527","61530","5.6","1.9","1.8","9.5","4.7","17.0","1.2","2.4","8.9","1.8","4.9","1.8","17.9","4.1","1.4","2.7","20.9","4.4","3.1","13.2","3.0","14.9","2.6","16.4","15.4","3.5","3.4","13.4","2.8","13.6","2.0","14.3","13.5","3.2","3.1","15.1","2.8","15.6","1.9","15.3","18.0","2.5","3.1","9.3","3.5","25.6","3.2","22.3","8.7","1.7","2.8","1.5","2.9","13.7","2.4","11.2","6.3","1.5","8.2","2.3","9.5","2.8","2.5","1.6","0.7","1.8","1.1","1.2","2.0","1.3","0.0","0.8","1.9","0.8","0.7","1.5","1.2","0.8","1.0","2.4","35578","1679","43474","5022","22643","2455","3354","53764","4150","56452","3313","48642","N","N","6181","32159","28.0","(X)","(X)","(X)","(X)","(X)","(X)","(X)","28.1","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","26.1","(X)",
"7950000US0501600","PUMA 01600, Arkansas","N","N","15090","1533","2213","27845","2568","42935","4.4","1.9","1.8","9.5","3.9","19.2","N","N","7.6","2.2","5.3","2.2","12.7","4.5","N","N","23.8","5.6","N","N","3.2","14.6","3.1","17.8","15.3","4.3","N","N","3.6","14.6","2.7","14.8","16.6","5.0","N","N","3.1","14.1","2.6","14.8","13.9","2.5","3.5","8.6","N","N","3.3","17.1","10.5","2.5","2.3","1.5","N","N","3.5","13.9","7.8","1.8","11.2","2.6","N","N","1.2","1.2","1.3","3.8","2.0","2.5","N","N","0.3","0.6","1.0","0.7","0.5","0.7","0.2","0.1","N","N","35214","3298","46055","5632","21982","2959","4309","61520","4116","59641","3041","49254","N","N","2496","28390","31.8","(X)","(X)","(X)","(X)","(X)","(X)","(X)","31.7","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","30.9","(X)",
"7950000US0501700","PUMA 01700, Arkansas","18944","1635","11005","1494","1680","26842","1427","37847","10.1","2.9","2.5","14.5","5.2","28.0","1.7","2.2","9.7","2.1","5.7","2.1","19.2","6.0","1.2","1.9","18.0","5.4","2.3","10.3","2.5","11.3","2.3","13.6","8.7","4.1","3.2","12.8","2.6","11.9","2.5","11.1","9.7","4.2","3.8","18.3","3.3","18.3","2.8","15.6","14.4","2.6","5.2","9.6","3.6","18.5","2.9","16.2","8.9","1.9","2.8","2.2","3.7","14.9","2.6","11.3","9.0","2.1","12.3","2.8","17.0","3.7","0.4","0.6","0.9","2.1","1.3","1.5","3.0","1.8","0.0","1.6","0.8","0.9","1.5","1.7","4.5","3.8","1.2","1.2","35813","3162","43088","4706","16900","3858","6619","58426","4128","55325","4342","48799","N","N","9863","31497","22.1","(X)","(X)","(X)","(X)","(X)","(X)","(X)","23.9","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","17.1","(X)",
"7950000US0501800","PUMA 01800, Arkansas","N","N","12864","1358","1673","27675","1604","40539","6.3","2.4","2.3","12.4","5.1","25.7","N","N","7.2","1.9","3.9","1.7","16.6","5.0","N","N","21.7","5.8","N","N","2.8","13.9","3.1","16.6","15.9","4.9","N","N","2.9","13.6","2.4","14.7","9.7","3.3","N","N","3.4","15.8","2.6","13.4","14.8","2.4","2.9","5.0","N","N","3.1","18.4","10.0","2.4","3.3","2.3","N","N","3.3","13.1","6.8","1.6","9.1","2.0","N","N","1.8","2.1","1.3","3.7","1.8","2.5","N","N","0.0","1.3","2.2","1.3","0.9","1.6","0.7","0.4","N","N","33946","3694","46411","2698","17665","2694","5328","55731","3935","58909","2781","48421","N","N","3373","25078","35.2","(X)","(X)","(X)","(X)","(X)","(X)","(X)","36.3","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","31.3","(X)",
"7950000US0501900","PUMA 01900, Arkansas","N","N","11453","1578","1921","27996","2106","39449","9.3","2.8","2.5","11.0","5.3","18.0","N","N","10.5","2.7","4.4","1.6","24.1","6.9","N","N","19.6","5.3","N","N","3.3","15.4","2.7","15.8","12.9","4.5","N","N","2.8","10.3","2.2","11.5","11.9","4.9","N","N","3.0","17.6","2.3","16.0","18.1","2.8","5.2","10.7","N","N","3.3","21.2","9.1","2.4","1.6","1.6","N","N","3.1","12.0","6.4","2.1","7.8","2.4","N","N","0.5","0.8","0.7","1.4","0.9","1.1","N","N","0.5","0.8","0.7","0.6","0.5","0.6","0.7","0.4","N","N","35869","2717","42402","3233","18476","2437","5020","53395","3420","51369","2690","45033","N","N","3088","26170","35.4","(X)","(X)","(X)","(X)","(X)","(X)","(X)","36.9","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","30.1","(X)",
