"GEO_ID","NAME","S1901_C01_001E","S1901_C01_001M","S1901_C01_002E","S1901_C01_002M","S1901_C01_003E","S1901_C01_003M","S1901_C01_004E","S1901_C01_004M","S1901_C01_005E","S1901_C01_005M","S1901_C01_006E","S1901_C01_006M","S1901_C01_007E","S1901_C01_007M","S1901_C01_008E","S1901_C01_008M","S1901_C01_009E","S1901_C01_009M","S1901_C01_010E","S1901_C01_010M","S1901_C01_011E","S1901_C01_011M","S1901_C01_012E","S1901_C01_012M","S1901_C01_013E","S1901_C01_013M","S1901_C01_014E","S1901_C01_014M","S1901_C01_015E","S1901_C01_015M","S1901_C01_016E","S1901_C01_016M","S1901_C02_001E","S1901_C02_001M","S1901_C02_002E","S1901_C02_002M","S1901_C02_003E","S1901_C02_003M","S1901_C02_004E","S1901_C02_004M","S1901_C02_005E","S1901_C02_005M","S1901_C02_006E","S1901_C02_006M","S1901_C02_007E","S1901_C02_007M","S1901_C02_008E","S1901_C02_008M","S1901_C02_009E","S1901_C02_009M","S1901_C02_010E","S1901_C02_010M","S1901_C02_011E","S1901_C02_011M","S1901_C02_012E","S1901_C02_012M","S1901_C02_013E","S1901_C02_013M","S1901_C02_014E","S1901_C02_014M","S1901_C02_015E","S1901_C02_015M","S1901_C02_016E","S1901_C02_016M","S1901_C03_001E","S1901_C03_001M","S1901_C03_002E","S1901_C03_002M","S1901_C03_003E","S1901_C03_003M","S1901_C03_004E","S1901_C03_004M","S1901_C03_005E","S1901_C03_005M","S1901_C03_006E","S1901_C03_006M","S1901_C03_007E","S1901_C03_007M","S1901_C03_008E","S1901_C03_008M","S1901_C03_009E","S1901_C03_009M","S1901_C03_010E","S1901_C03_010M","S1901_C03_011E","S1901_C03_011M","S1901_C03_012E","S1901_C03_012M","S1901_C03_013E","S1901_C03_013M","S1901_C03_014E","S1901_C03_014M","S1901_C03_015E","S1901_C03_015M","S1901_C03_016E","S1901_C03_016M","S1901_C04_001E","S1901_C04_001M","S1901_C04_002E","S1901_C04_002M","S1901_C04_003E","S1901_C04_003M","S1901_C04_004E","S1901_C04_004M","S1901_C04_005E","S1901_C04_005M","S1901_C04_006E","S1901_C04_006M","S1901_C04_007E","S1901_C04_007M","S1901_C04_008E","S1901_C04_008M","S1901_C04_009E","S1901_C04_009M","S1901_C04_010E","S1901_C04_010M","S1901_C04_011E","S1901_C04_011M","S1901_C04_012E","S1901_C04_012M","S1901_C04_013E","S1901_C04_013M","S1901_C04_014E","S1901_C04_014M","S1901_C04_015E","S1901_C04_015M","S1901_C04_016E","S1901_C04_016M",
"Geography","Geographic Area Name","Estimate!!Households!!Total","Margin of Error!!Households!!Total","Estimate!!Households!!Total!!Less than $10,000","Margin of Error!!Households!!Total!!Less than $10,000","Estimate!!Households!!Total!!$10,000 to $14,999","Margin of Error!!Households!!Total!!$10,000 to $14,999","Estimate!!Households!!Total!!$15,000 to $24,999","Margin of Error!!Households!!Total!!$15,000 to $24,999","Estimate!!Households!!Total!!$25,000 to $34,999","Margin of Error!!Households!!Total!!$25,000 to $34,999","Estimate!!Households!!Total!!$35,000 to $49,999","Margin of Error!!Households!!Total!!$35,000 to $49,999","Estimate!!Households!!Total!!$50,000 to $74,999","Margin of Error!!Households!!Total!!$50,000 to $74,999","Estimate!!Households!!Total!!$75,000 to $99,999","Margin of Error!!Households!!Total!!$75,000 to $99,999","Estimate!!Households!!Total!!$100,000 to $149,999","Margin of Error!!Households!!Total!!$100,000 to $149,999","Estimate!!Households!!Total!!$150,000 to $199,999","Margin of Error!!Households!!Total!!$150,000 to $199,999","Estimate!!Households!!Total!!$200,000 or more","Margin of Error!!Households!!Total!!$200,000 or more","Estimate!!Households!!Median income (dollars)","Margin of Error!!Households!!Median income (dollars)","Estimate!!Households!!Mean income (dollars)","Margin of Error!!Households!!Mean income (dollars)","Estimate!!Households!!PERCENT ALLOCATED!!Household income in the past 12 months","Margin of Error!!Households!!PERCENT ALLOCATED!!Household income in the past 12 months","Estimate!!Households!!PERCENT ALLOCATED!!Family income in the past 12 months","Margin of Error!!Households!!PERCENT ALLOCATED!!Family income in the past 12 months","Estimate!!Households!!PERCENT ALLOCATED!!Nonfamily income in the past 12 months","Margin of Error!!Households!!PERCENT ALLOCATED!!Nonfamily income in the past 12 months","Estimate!!Families!!Total","Margin of Error!!Families!!Total","Estimate!!Families!!Total!!Less than $10,000","Margin of Error!!Families!!Total!!Less than $10,000","Estimate!!Families!!Total!!$10,000 to $14,999","Margin of Error!!Families!!Total!!$10,000 to $14,999","Estimate!!Families!!Total!!$15,000 to $24,999","Margin of Error!!Families!!Total!!$15,000 to $24,999","Estimate!!Families!!Total!!$25,000 to $34,999","Margin of Error!!Families!!Total!!$25,000 to $34,999","Estimate!!Families!!Total!!$35,000 to $49,999","Margin of Error!!Families!!Total!!$35,000 to $49,999","Estimate!!Families!!Total!!$50,000 to $74,999","Margin of Error!!Families!!Total!!$50,000 to $74,999","Estimate!!Families!!Total!!$75,000 to $99,999","Margin of Error!!Families!!Total!!$75,000 to $99,999","Estimate!!Families!!Total!!$100,000 to $149,999","Margin of Error!!Families!!Total!!$100,000 to $149,999","Estimate!!Families!!Total!!$150,000 to $199,999","Margin of Error!!Families!!Total!!$150,000 to $199,999","Estimate!!Families!!Total!!$200,000 or more","Margin of Error!!Families!!Total!!$200,000 or more","Estimate!!Families!!Median income (dollars)","Margin of Error!!Families!!Median income (dollars)","Estimate!!Families!!Mean income (dollars)","Margin of Error!!Families!!Mean income (dollars)","Estimate!!Families!!PERCENT ALLOCATED!!Household income in the past 12 months","Margin of Error!!Families!!PERCENT ALLOCATED!!Household income in the past 12 months","Estimate!!Families!!PERCENT ALLOCATED!!Family income in the past 12 months","Margin of Error!!Families!!PERCENT ALLOCATED!!Family income in the past 12 months","Estimate!!Families!!PERCENT ALLOCATED!!Nonfamily income in the past 12 months","Margin of Error!!Families!!PERCENT ALLOCATED!!Nonfamily income in the past 12 months","Estimate!!Married-couple families!!Total","Margin of Error!!Married-couple families!!Total","Estimate!!Married-couple families!!Total!!Less than $10,000","Margin of Error!!Married-couple families!!Total!!Less than $10,000","Estimate!!Married-couple families!!Total!!$10,000 to $14,999","Margin of Error!!Married-couple families!!Total!!$10,000 to $14,999","Estimate!!Married-couple families!!Total!!$15,000 to $24,999","Margin of Error!!Married-couple families!!Total!!$15,000 to $24,999","Estimate!!Married-couple families!!Total!!$25,000 to $34,999","Margin of Error!!Married-couple families!!Total!!$25,000 to $34,999","Estimate!!Married-couple families!!Total!!$35,000 to $49,999","Margin of Error!!Married-couple families!!Total!!$35,000 to $49,999","Estimate!!Married-couple families!!Total!!$50,000 to $74,999","Margin of Error!!Married-couple families!!Total!!$50,000 to $74,999","Estimate!!Married-couple families!!Total!!$75,000 to $99,999","Margin of Error!!Married-couple families!!Total!!$75,000 to $99,999","Estimate!!Married-couple families!!Total!!$100,000 to $149,999","Margin of Error!!Married-couple families!!Total!!$100,000 to $149,999","Estimate!!Married-couple families!!Total!!$150,000 to $199,999","Margin of Error!!Married-couple families!!Total!!$150,000 to $199,999","Estimate!!Married-couple families!!Total!!$200,000 or more","Margin of Error!!Married-couple families!!Total!!$200,000 or more","Estimate!!Married-couple families!!Median income (dollars)","Margin of Error!!Married-couple families!!Median income (dollars)","Estimate!!Married-couple families!!Mean income (dollars)","Margin of Error!!Married-couple families!!Mean income (dollars)","Estimate!!Married-couple families!!PERCENT ALLOCATED!!Household income in the past 12 months","Margin of Error!!Married-couple families!!PERCENT ALLOCATED!!Household income in the past 12 months","Estimate!!Married-couple families!!PERCENT ALLOCATED!!Family income in the past 12 months","Margin of Error!!Married-couple families!!PERCENT ALLOCATED!!Family income in the past 12 months","Estimate!!Married-couple families!!PERCENT ALLOCATED!!Nonfamily income in the past 12 months","Margin of Error!!Married-couple families!!PERCENT ALLOCATED!!Nonfamily income in the past 12 months","Estimate!!Nonfamily households!!Total","Margin of Error!!Nonfamily households!!Total","Estimate!!Nonfamily households!!Total!!Less than $10,000","Margin of Error!!Nonfamily households!!Total!!Less than $10,000","Estimate!!Nonfamily households!!Total!!$10,000 to $14,999","Margin of Error!!Nonfamily households!!Total!!$10,000 to $14,999","Estimate!!Nonfamily households!!Total!!$15,000 to $24,999","Margin of Error!!Nonfamily households!!Total!!$15,000 to $24,999","Estimate!!Nonfamily households!!Total!!$25,000 to $34,999","Margin of Error!!Nonfamily households!!Total!!$25,000 to $34,999","Estimate!!Nonfamily households!!Total!!$35,000 to $49,999","Margin of Error!!Nonfamily households!!Total!!$35,000 to $49,999","Estimate!!Nonfamily households!!Total!!$50,000 to $74,999","Margin of Error!!Nonfamily households!!Total!!$50,000 to $74,999","Estimate!!Nonfamily households!!Total!!$75,000 to $99,999","Margin of Error!!Nonfamily households!!Total!!$75,000 to $99,999","Estimate!!Nonfamily households!!Total!!$100,000 to $149,999","Margin of Error!!Nonfamily households!!Total!!$100,000 to $149,999","Estimate!!Nonfamily households!!Total!!$150,000 to $199,999","Margin of Error!!Nonfamily households!!Total!!$150,000 to $199,999","Estimate!!Nonfamily households!!Total!!$200,000 or more","Margin of Error!!Nonfamily households!!Total!!$200,000 or more","Estimate!!Nonfamily households!!Median income (dollars)","Margin of Error!!Nonfamily households!!Median income (dollars)","Estimate!!Nonfamily households!!Mean income (dollars)","Margin of Error!!Nonfamily households!!Mean income (dollars)","Estimate!!Nonfamily households!!PERCENT ALLOCATED!!Household income in the past 12 months","Margin of Error!!Nonfamily households!!PERCENT ALLOCATED!!Household income in the past 12 months","Estimate!!Nonfamily households!!PERCENT ALLOCATED!!Family income in the past 12 months","Margin of Error!!Nonfamily households!!PERCENT ALLOCATED!!Family income in the past 12 months","Estimate!!Nonfamily households!!PERCENT ALLOCATED!!Nonfamily income in the past 12 months","Margin of Error!!Nonfamily households!!PERCENT ALLOCATED!!Nonfamily income in the past 12 months",
"795P200US1201105","Broward County (West Central)--Tamarac, & North Lauderdale, & Sunrise (North) Cities PUMA; Florida","46132","3185","5.1","2.2","6.3","2.5","9.1","3.4","8.0","2.5","17.1","3.7","19.8","5.0","12.4","3.6","14.6","3.4","4.0","1.7","3.6","1.8","53294","4384","71701","7393","41.2","(X)","(X)","(X)","(X)","(X)","29082","2459","4.0","2.6","3.1","1.9","6.2","3.0","7.3","3.4","20.1","5.4","13.8","4.5","16.4","5.2","19.2","4.9","4.5","2.2","5.4","2.7","68060","16857","82034","8957","(X)","(X)","43.3","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","91567","13764","N","N","(X)","(X)","(X)","(X)","(X)","(X)","17050","2763","8.0","3.9","11.8","5.6","13.9","6.7","14.1","5.4","11.5","4.8","28.0","8.8","5.2","3.0","5.8","4.7","1.1","1.8","0.5","0.8","38735","11963","48761","9663","(X)","(X)","(X)","(X)","34.6","(X)",
"795P200US1201106","Broward County (West Central)--Plantation & Sunrise Cities PUMA; Florida","71224","3258","4.7","1.6","3.2","1.6","6.8","2.3","8.9","2.5","12.1","3.3","13.9","2.2","13.1","2.6","18.3","2.7","8.7","2.3","10.5","2.3","75977","6632","99711","6605","43.4","(X)","(X)","(X)","(X)","(X)","46782","2234","2.1","1.3","1.3","1.4","5.6","2.5","7.9","3.1","11.6","3.6","12.7","2.8","12.2","3.2","23.8","3.9","10.6","3.1","12.3","3.0","86950","11054","114291","9271","(X)","(X)","49.5","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","107543","10790","N","N","(X)","(X)","(X)","(X)","(X)","(X)","24442","2905","9.8","3.5","6.8","3.5","11.5","4.4","10.3","4.8","15.1","6.5","16.8","4.3","11.9","4.4","10.6","4.3","3.3","1.7","4.0","2.2","46909","4130","64773","7985","(X)","(X)","(X)","(X)","28.0","(X)",
"795P200US1201107","Broward County (Central)--Lauderhill & Lauderdale Lakes Cities PUMA; Florida","37705","2465","12.5","4.3","4.9","2.5","13.0","3.7","12.7","4.4","16.4","4.1","15.0","4.0","7.3","2.8","11.0","3.1","3.6","1.8","3.6","1.8","40229","4570","59083","6224","32.4","(X)","(X)","(X)","(X)","(X)","25328","1773","11.3","4.6","2.6","2.1","10.8","5.1","10.6","4.5","19.1","6.2","15.8","4.5","7.7","3.2","13.3","4.6","3.3","2.0","5.4","2.7","44412","4591","67026","8306","(X)","(X)","36.2","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","75520","16820","N","N","(X)","(X)","(X)","(X)","(X)","(X)","12377","2393","15.0","6.4","9.7","6.6","18.5","6.7","18.1","7.0","14.8","5.8","10.3","6.0","7.8","5.0","5.8","4.2","0.0","1.9","0.0","1.9","27698","3580","36476","5335","(X)","(X)","(X)","(X)","24.7","(X)",
"795P200US1201108","Broward County (East Central)--Fort Lauderdale City (Central) PUMA; Florida","55622","3126","6.1","1.7","3.3","1.2","8.5","2.2","8.7","2.5","9.2","2.6","13.2","2.7","10.7","2.4","16.2","3.3","10.1","3.0","13.9","2.7","76868","10608","119880","13563","37.7","(X)","(X)","(X)","(X)","(X)","25890","2181","4.4","2.1","3.3","1.8","7.4","3.4","8.5","2.9","8.8","3.1","10.6","3.4","10.1","4.5","16.6","4.3","11.1","3.8","19.3","4.5","90026","21856","142351","21166","(X)","(X)","42.5","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","121944","23992","N","N","(X)","(X)","(X)","(X)","(X)","(X)","29732","3528","8.6","2.7","3.4","1.6","10.1","3.2","9.5","3.8","9.3","3.6","15.3","4.3","12.2","3.4","16.5","4.4","7.4","3.8","7.7","2.7","63012","9447","94569","13482","(X)","(X)","(X)","(X)","32.5","(X)",
"795P200US1201109","Broward County (Southeast)--Hollywood (North) & Dania Beach Cities PUMA; Florida","46875","3087","6.6","2.8","4.3","1.8","15.4","3.9","7.8","2.7","10.8","2.5","15.1","3.2","10.4","2.8","15.1","2.8","7.6","2.3","6.9","1.9","58272","7833","85233","7258","40.8","(X)","(X)","(X)","(X)","(X)","27121","1951","2.4","1.6","0.9","0.7","11.8","4.4","5.8","2.9","13.0","3.5","13.1","4.3","11.9","4.0","20.6","4.4","11.1","3.7","9.4","2.8","86171","18091","103300","9361","(X)","(X)","45.8","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","112285","11423","N","N","(X)","(X)","(X)","(X)","(X)","(X)","19754","2707","12.5","5.7","9.2","4.4","22.0","6.9","10.5","4.6","9.6","4.2","17.1","6.2","6.5","3.5","6.5","3.5","3.0","2.0","3.2","2.5","31912","8855","56792","13192","(X)","(X)","(X)","(X)","31.6","(X)",
"795P200US1201110","Broward County (Central)--Davie Town & Cooper City PUMA; Florida","41249","2827","4.4","1.8","2.4","1.7","4.4","2.0","8.2","3.2","11.1","3.7","16.3","3.1","10.9","2.8","17.0","3.4","13.1","3.4","12.3","2.7","81586","15002","116637","9988","31.0","(X)","(X)","(X)","(X)","(X)","29438","1773","2.6","1.7","1.8","1.5","2.1","1.3","7.9","3.5","8.8","3.5","15.0","3.4","11.5","3.3","20.5","4.4","13.0","4.0","16.8","3.6","100382","10921","134577","12845","(X)","(X)","30.7","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","118058","13207","N","N","(X)","(X)","(X)","(X)","(X)","(X)","11811","2400","9.2","4.7","6.1","5.1","10.0","6.2","8.7","6.5","16.7","8.0","23.0","8.1","9.7","4.6","7.7","4.9","8.2","5.5","0.6","1.0","49718","3244","63989","13396","(X)","(X)","(X)","(X)","30.6","(X)",
"795P200US1201111","Broward County (Southwest)--Pembroke Pines (West) City PUMA; Florida","43675","2948","6.9","2.9","3.3","1.5","4.3","2.0","4.7","2.0","13.5","4.0","15.3","4.1","12.2","2.9","16.0","3.5","12.4","2.9","11.5","3.4","79707","10400","103855","10080","31.5","(X)","(X)","(X)","(X)","(X)","31764","2060","3.4","2.2","1.6","1.7","4.6","3.0","3.8","2.2","16.2","5.2","15.0","4.8","11.8","3.4","14.0","3.7","15.1","3.5","14.5","4.5","86759","11085","114439","12407","(X)","(X)","33.3","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","116010","31179","N","N","(X)","(X)","(X)","(X)","(X)","(X)","11911","2490","16.3","7.5","7.7","3.3","6.0","3.9","8.6","4.7","11.8","6.2","15.9","8.6","13.5","5.8","14.5","7.3","2.7","3.6","3.0","2.2","49339","21901","67557","14653","(X)","(X)","(X)","(X)","25.9","(X)",
"795P200US1201112","Broward County (SSW)--Miramar (West) & Pembroke Pines (Southwest) Cities PUMA; Florida","34543","2940","6.3","3.4","0.6","0.7","2.7","1.7","2.9","1.6","12.1","4.3","19.1","5.0","17.3","4.3","16.2","4.2","10.3","3.0","12.3","3.5","85993","7827","110341","8586","32.0","(X)","(X)","(X)","(X)","(X)","25560","2166","3.4","2.8","0.5","0.8","2.8","2.1","3.5","2.3","8.7","3.6","15.9","5.4","19.4","5.3","16.3","5.3","13.4","4.0","16.1","4.7","96133","8654","126112","11818","(X)","(X)","36.7","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","116299","19631","N","N","(X)","(X)","(X)","(X)","(X)","(X)","8983","2150","14.6","11.2","0.9","1.5","2.2","2.2","5.6","5.4","23.2","14.3","28.4","11.8","9.1","6.3","14.5","7.8","0.8","1.3","0.8","1.5","53512","11128","58844","9717","(X)","(X)","(X)","(X)","16.4","(X)",
"795P200US1201113","Broward County (Southeast)--Hollywood (South) & Pembroke Pines (East) Cities PUMA; Florida","51276","3178","4.9","1.9","4.4","2.1","7.2","2.4","10.9","2.7","11.5","3.7","15.0","3.5","16.2","3.3","17.9","3.6","6.2","1.8","5.8","1.8","69093","6763","85442","6271","34.9","(X)","(X)","(X)","(X)","(X)","34141","2724","2.4","1.4","3.0","2.1","6.0","2.9","7.7","2.5","11.2","4.3","16.2","4.5","18.6","3.9","21.9","5.0","6.7","2.1","6.4","2.3","78359","9638","95779","8044","(X)","(X)","38.7","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","90205","11710","N","N","(X)","(X)","(X)","(X)","(X)","(X)","17135","2355","9.9","4.5","7.1","4.4","10.0","4.3","19.3","7.1","12.6","5.7","16.0","6.1","11.4","4.1","8.0","3.5","3.3","1.9","2.5","2.0","42169","10814","55688","6630","(X)","(X)","(X)","(X)","26.8","(X)",
"795P200US1201114","Broward County (SSE)--Miramar (East), Hallandale Beach & West Park Cities PUMA; Florida","39236","2123","8.6","2.8","3.6","1.6","13.5","3.3","10.3","3.0","9.7","2.7","16.9","3.4","12.3","3.1","15.2","3.9","5.8","2.1","4.2","1.7","55855","5529","71868","6233","39.5","(X)","(X)","(X)","(X)","(X)","25707","1894","5.2","3.0","1.3","1.2","11.7","4.0","8.0","3.4","13.0","3.9","15.0","3.7","13.7","4.0","20.4","5.2","7.4","3.1","4.3","2.3","64660","13361","81655","8773","(X)","(X)","38.3","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","80267","12692","N","N","(X)","(X)","(X)","(X)","(X)","(X)","13529","1970","16.1","5.8","9.0","4.4","17.8","7.1","14.9","5.2","4.6","3.0","18.1","7.8","9.2","4.1","4.4","4.0","2.5","1.6","3.2","2.6","30440","7022","48028","7792","(X)","(X)","(X)","(X)","38.7","(X)",
"795P200US1201115","Broward County (Northwest) Coral Springs City PUMA; Florida","35949","2085","2.9","2.0","2.9","2.0","8.1","2.9","6.1","3.0","8.5","2.9","21.1","4.6","14.6","3.5","19.6","4.4","9.3","3.1","6.9","2.0","76043","11033","93154","6985","44.0","(X)","(X)","(X)","(X)","(X)","27269","1704","3.1","2.6","3.6","2.6","6.2","2.8","5.1","3.4","6.9","3.4","20.7","5.2","14.7","3.8","18.6","4.1","12.2","4.1","8.9","2.6","81943","7383","101573","9119","(X)","(X)","46.0","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","103313","17305","N","N","(X)","(X)","(X)","(X)","(X)","(X)","8680","1980","6.1","5.3","0.8","1.3","14.7","9.2","9.8","6.3","12.9","6.8","24.4","9.0","10.0","6.7","20.2","11.4","0.4","0.6","0.7","1.2","52910","8011","60698","9973","(X)","(X)","(X)","(X)","37.5","(X)",
"795P200US1201116","Broward County (East Central)--Wilton Manors, Fort Lauderdale (North), Oakland Park PUMA; Florida","55875","3615","3.1","1.3","3.4","1.7","5.3","2.0","8.8","2.5","10.1","2.4","17.9","3.1","11.3","2.3","14.4","2.7","10.8","2.4","14.8","2.6","76768","6688","133110","14640","37.3","(X)","(X)","(X)","(X)","(X)","26790","2433","1.8","1.7","3.2","2.4","2.2","2.2","4.6","2.3","9.2","3.3","19.9","5.2","9.6","2.8","16.5","4.4","13.4","3.3","19.6","4.0","98890","14525","164102","22097","(X)","(X)","40.1","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","129845","21748","N","N","(X)","(X)","(X)","(X)","(X)","(X)","29085","3757","4.4","2.0","3.6","1.8","8.2","3.3","13.6","4.4","12.4","3.8","16.7","4.2","11.1","3.2","11.8","3.9","8.3","3.7","9.9","3.4","60299","8018","101511","20047","(X)","(X)","(X)","(X)","32.8","(X)",
"795P200US1201117","Broward County (West) Weston, Sunrise (S), Davie (W) Cities & Southwest Ranches Town PUMA; Florida","32411","1949","1.6","1.0","1.6","1.2","2.9","1.6","5.0","2.2","5.4","2.4","9.4","3.1","12.4","3.8","19.4","3.7","13.7","3.6","28.6","4.0","126980","15030","167876","12747","36.4","(X)","(X)","(X)","(X)","(X)","29097","1880","1.0","0.9","1.3","1.2","2.3","1.6","5.2","2.3","4.2","2.3","8.6","3.3","12.8","4.1","19.9","4.0","14.4","3.8","30.4","4.4","134007","9445","176168","14020","(X)","(X)","37.6","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","148601","18338","N","N","(X)","(X)","(X)","(X)","(X)","(X)","3314","892","6.8","5.8","4.4","5.1","8.1","6.4","4.0","5.1","15.2","10.6","18.1","12.2","12.8","6.4","14.7","11.9","5.1","4.9","10.8","7.9","66006","34520","87132","19877","(X)","(X)","(X)","(X)","25.1","(X)",
"795P200US1201398","Calhoun, Franklin, Gadsden, Gulf, Jackson, Jefferson, Liberty, & Wakulla Counties PUMA; Florida","71757","1893","8.1","1.8","6.1","1.6","11.8","2.0","9.6","1.9","14.0","2.6","17.4","2.4","14.2","2.6","12.6","1.9","3.6","1.2","2.5","0.9","50396","3859","64778","3893","44.2","(X)","(X)","(X)","(X)","(X)","46043","2434","5.5","1.9","4.3","1.9","8.7","2.3","8.7","2.3","11.2","2.9","19.4","2.9","18.4","3.5","15.3","2.5","5.1","1.8","3.3","1.2","63596","4654","75951","4727","(X)","(X)","47.4","(X)","(X)","(X)","30517","2465","3.3","1.8","1.3","1.2","4.9","2.1","6.0","2.1","10.5","3.2","20.3","3.5","21.0","4.8","21.1","3.7","7.2","2.6","4.4","1.7","79533","5989","N","N","(X)","(X)","(X)","(X)","(X)","(X)","25714","2119","13.5","3.9","9.7","3.2","19.6","4.4","12.5","3.9","18.2","4.6","12.4","3.9","6.6","2.2","5.7","2.2","0.8","0.7","1.1","1.1","30258","5163","41854","5128","(X)","(X)","(X)","(X)","38.3","(X)",
"795P200US1201500","Charlotte County PUMA; Florida","90457","3906","4.5","1.1","3.3","1.1","8.7","2.1","8.0","1.5","13.2","2.2","21.9","2.5","14.5","2.3","14.9","2.0","6.6","1.3","4.4","0.9","64860","3121","82478","4420","35.9","(X)","(X)","(X)","(X)","(X)","59054","3574","2.7","0.9","1.3","1.0","4.2","1.7","5.1","1.7","12.0","2.4","26.2","3.5","17.0","2.8","17.6","2.6","8.5","1.9","5.4","1.3","73360","3507","93281","5016","(X)","(X)","38.6","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","78721","4893","N","N","(X)","(X)","(X)","(X)","(X)","(X)","31403","2774","7.9","2.6","7.1","2.6","17.7","4.6","15.0","4.0","16.0","3.9","13.2","3.4","9.6","3.0","8.7","2.6","2.4","1.4","2.4","1.0","36818","4160","59728","8176","(X)","(X)","(X)","(X)","30.2","(X)",
"795P200US1201700","Citrus County PUMA; Florida","71493","2543","6.1","1.7","6.1","1.6","10.9","2.3","8.2","2.0","17.7","2.5","18.8","2.6","13.6","2.1","10.7","1.8","4.3","1.4","3.5","1.1","51532","4194","74960","11834","36.9","(X)","(X)","(X)","(X)","(X)","46155","3063","5.3","2.0","3.3","1.8","4.3","1.8","7.8","2.2","16.5","3.0","22.4","3.6","16.7","3.2","13.2","2.5","5.8","2.1","4.7","1.7","62644","3727","89458","18122","(X)","(X)","37.3","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","71361","6316","N","N","(X)","(X)","(X)","(X)","(X)","(X)","25338","2277","9.0","3.0","10.1","3.2","22.9","4.8","9.7","2.9","20.3","4.7","13.1","3.4","7.1","3.0","4.7","2.4","1.6","1.3","1.5","1.1","32413","5563","46922","5565","(X)","(X)","(X)","(X)","34.9","(X)",
"795P200US1201901","Clay County (North, Central, & South) PUMA; Florida","39844","2501","5.5","3.3","2.3","1.3","4.3","1.8","5.9","2.1","7.7","2.9","18.3","4.2","15.8","3.4","24.1","4.9","10.8","2.6","5.3","1.6","83379","11984","100722","9677","49.6","(X)","(X)","(X)","(X)","(X)","30752","2715","6.8","4.3","1.5","1.4","2.0","1.1","4.5","1.9","6.8","3.2","19.7","5.0","15.4","4.1","25.4","5.1","11.6","3.1","6.3","2.1","91521","8917","107882","12976","(X)","(X)","50.7","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","101016","6991","N","N","(X)","(X)","(X)","(X)","(X)","(X)","9092","1605","5.8","3.2","7.9","5.2","12.2","6.7","13.2","6.4","12.9","7.8","22.9","8.3","11.9","5.2","8.2","6.7","3.2","3.5","1.7","1.9","44650","13800","58030","9327","(X)","(X)","(X)","(X)","42.1","(X)",
"795P200US1201902","Clay County (Northeast) PUMA; Florida","45409","2585","1.7","1.0","1.0","0.8","5.5","1.7","7.5","2.4","11.0","2.7","15.6","2.9","15.2","3.9","25.4","4.1","8.6","2.5","8.6","2.3","86684","9177","100783","6317","36.4","(X)","(X)","(X)","(X)","(X)","31724","2884","0.9","0.9","0.6","0.7","3.4","1.7","5.6","3.2","8.9","3.3","13.4","3.6","17.2","4.8","27.9","4.9","10.5","3.4","11.5","3.0","99966","6148","113741","7435","(X)","(X)","36.1","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","110336","8994","N","N","(X)","(X)","(X)","(X)","(X)","(X)","13685","2125","3.6","2.8","2.2","2.0","10.3","4.3","14.0","5.6","17.6","6.1","21.8","8.0","11.5","5.4","12.9","6.8","4.3","3.8","1.7","1.7","50810","4238","64396","8427","(X)","(X)","(X)","(X)","36.3","(X)",
